 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Surface Variation, Verticality, Class
0.7891,1.65,1.288,0.324,0.07081,0.6375,0.543,0.1225,3
0.7925,1.45,1.32,0.3028,0.06666,0.6172,0.5408,0.2286,3
1.007,1.65,1.146,0.3184,0.06928,0.6304,0.5581,0.2102,3
1.101,1.69,0.992,0.3492,0.07622,0.6585,0.5685,0.1863,3
1.001,1.7,1.169,0.333,0.06854,0.6399,0.539,0.1323,3
0.8601,1.7,1.295,0.3625,0.06761,0.6535,0.5694,0.08602,3
0.8828,1.71,1.274,0.3435,0.06752,0.6456,0.5259,0.1455,3
0.9449,1.7,1.375,0.3628,0.07744,0.6705,0.5352,0.1667,3
0.9962,1.72,1.37,0.3255,0.0717,0.6409,0.5242,0.719,3
1.136,1.71,1.215,0.306,0.06688,0.6212,0.5077,0.1515,3
1.003,1.73,1.216,0.3277,0.06567,0.6312,0.5558,0.1041,3
0.8429,1.73,1.151,0.297,0.05658,0.5968,0.5612,0.06732,3
0.9166,1.75,1.189,0.3028,0.06435,0.6119,0.5641,0.1432,3
0.745,1.75,1.297,0.3103,0.07051,0.6285,0.5393,0.4192,3
0.6235,1.76,1.383,0.3155,0.06872,0.6293,0.5351,0.9864,3
0.8559,1.75,1.265,0.3311,0.05969,0.6108,0.6595,0.3986,3
1.179,1.75,1.077,0.3603,0.07144,0.6477,0.6355,0.2224,3
1.199,1.75,1.003,0.3684,0.07128,0.6592,0.5891,0.2589,3
0.7766,1.75,1.348,0.3765,0.07198,0.661,0.611,0.266,3
0.8952,1.75,1.435,0.4026,0.08948,0.7024,0.5839,0.2227,3
1.076,1.56,1.311,0.3487,0.08014,0.6661,0.552,0.3951,3
1.087,1.56,1.275,0.313,0.06792,0.6274,0.5127,0.6253,3
1.001,1.58,1.354,0.341,0.07801,0.6582,0.554,0.1072,3
0.9601,1.58,1.239,0.3196,0.06654,0.6281,0.5437,0.1138,3
0.943,1.59,1.175,0.3326,0.06922,0.6418,0.516,0.1048,3
0.9264,1.58,1.223,0.3131,0.07006,0.6311,0.5097,0.2901,3
0.8801,1.36,1.313,0.2909,0.06128,0.599,0.5605,0.6688,3
1.002,1.6,1.201,0.2855,0.05877,0.5929,0.5325,0.7799,3
1.019,1.59,1.15,0.3092,0.06269,0.6141,0.5615,0.4049,3
1.082,1.61,1.161,0.3387,0.06834,0.6437,0.5279,0.7678,3
0.7782,1.62,1.358,0.3486,0.07173,0.6548,0.5223,0.1587,3
0.7521,1.63,1.333,0.3235,0.06925,0.6341,0.5522,0.531,3
0.9167,1.38,1.317,0.3224,0.07241,0.637,0.5679,0.565,3
0.9194,1.61,1.379,0.3272,0.0737,0.6431,0.5558,0.4478,3
0.8837,1.62,1.374,0.3166,0.06998,0.6305,0.5561,0.5045,3
0.98,1.64,1.139,0.3478,0.07715,0.6618,0.5383,0.2374,3
0.8493,1.64,1.232,0.3415,0.07156,0.6513,0.4967,0.8902,3
0.8099,1.66,1.296,0.374,0.08312,0.6856,0.5257,0.4936,3
1.094,1.65,1.264,0.3591,0.07838,0.6702,0.5331,0.4682,3
0.9251,1.65,1.313,0.3562,0.07056,0.6504,0.5981,0.473,3
1.083,1.66,1.158,0.3757,0.07898,0.6755,0.5761,0.4209,3
1.314,1.68,1.147,0.3785,0.07973,0.6812,0.5437,0.9534,3
0.7685,1.69,1.315,0.3907,0.07089,0.6767,0.5104,0.5991,3
0.7834,1.68,1.503,0.4074,0.08066,0.696,0.5404,0.6759,3
0.6513,1.7,1.703,0.4455,0.09054,0.7216,0.5683,0.6732,3
0.9713,1.69,1.543,0.3921,0.08327,0.6884,0.5842,0.6947,3
1.161,1.44,1.583,0.413,0.08267,0.6878,0.6325,0.7584,3
1.082,1.72,1.489,0.4276,0.09561,0.7257,0.548,0.6829,3
0.8848,1.72,1.48,0.4091,0.07969,0.6904,0.5856,0.7364,3
0.8573,1.72,1.405,0.4196,0.07372,0.6848,0.6008,0.7488,3
0.7856,1.72,1.447,0.4504,0.08228,0.7084,0.5932,0.7452,3
0.8543,1.72,1.362,0.4512,0.0863,0.7138,0.5935,0.5258,3
0.999,1.74,1.332,0.4461,0.08883,0.7196,0.5667,0.8562,3
1.087,1.75,1.428,0.4687,0.09037,0.7299,0.5575,0.6777,3
1.178,1.75,1.483,0.4959,0.09652,0.7486,0.5259,0.9248,3
1.021,1.48,1.513,0.4504,0.08524,0.7066,0.6221,0.7471,3
0.781,1.75,1.564,0.5003,0.1095,0.7659,0.5548,0.4228,3
0.886,1.76,1.68,0.4913,0.1,0.7411,0.6069,0.4849,3
1.016,1.77,1.597,0.4633,0.08591,0.7073,0.6396,0.6002,3
0.7257,1.77,1.441,0.4606,0.07805,0.7004,0.6253,0.4759,3
1.044,0.96,0.8346,0.1805,0.04703,0.4691,0.6189,0.2616,2
1.13,1.12,0.7908,0.1812,0.04757,0.4717,0.6088,0.1261,2
1.078,1.32,0.8247,0.2168,0.05463,0.5202,0.6197,0.0952,2
1.109,1.47,0.8631,0.2165,0.05785,0.5244,0.6337,0.006165,2
1.183,1.49,1.08,0.2524,0.06364,0.5692,0.6033,0.0008935,2
1.18,1.61,1.086,0.2451,0.06137,0.5533,0.6499,0.0008582,2
1.255,1.62,1.082,0.2934,0.06693,0.5902,0.693,0.0029,2
1.295,1.52,1.178,0.2743,0.06525,0.5815,0.6557,0.006286,2
1.181,1.52,1.084,0.2643,0.06269,0.5716,0.6446,0.05558,2
1.345,1.65,1.361,0.278,0.06827,0.5944,0.6219,0.01898,2
1.251,1.63,1.13,0.2791,0.06537,0.5862,0.6491,0.02685,2
1.23,1.63,1.167,0.2801,0.06697,0.5924,0.6308,0.03773,2
1.209,1.63,1.176,0.2764,0.06505,0.5826,0.6562,0.03086,2
1.228,1.64,1.178,0.2772,0.06269,0.5775,0.6664,0.03593,2
1.247,1.63,1.158,0.289,0.06618,0.5931,0.6571,0.04981,2
1.205,1.57,1.172,0.2604,0.06049,0.5627,0.6582,0.0347,2
1.078,1.59,1.065,0.287,0.06394,0.5808,0.6951,0.0295,2
1.204,1.6,1.247,0.3036,0.06692,0.6045,0.6541,0.03078,2
1.088,1.62,1.485,0.3017,0.06975,0.6132,0.6208,0.00418,2
1.069,1.63,1.399,0.2894,0.06947,0.6055,0.6136,0.04061,2
0.9931,1.63,1.369,0.2947,0.068,0.6039,0.6329,0.02428,2
0.9328,1.65,1.421,0.2925,0.06762,0.5983,0.6545,0.03763,2
0.8909,1.66,1.54,0.2938,0.06657,0.5953,0.6664,0.02299,2
0.8769,1.67,1.705,0.293,0.06758,0.5953,0.6719,0.04541,2
0.8995,1.67,1.521,0.3207,0.07099,0.614,0.689,0.05373,2
0.7859,1.68,1.593,0.304,0.06758,0.5907,0.7227,0.009981,2
0.8688,1.67,1.17,0.2988,0.0645,0.5768,0.7446,0.03373,2
0.7966,1.7,1.29,0.3003,0.06328,0.5766,0.7418,0.01867,2
0.7607,1.7,1.266,0.2793,0.06068,0.5595,0.7415,0.02097,2
0.7388,1.73,1.326,0.2973,0.06398,0.5744,0.7473,0.01828,2
0.7291,1.68,1.271,0.3017,0.06573,0.5818,0.7398,0.01221,2
0.9768,1.69,1.281,0.3144,0.07084,0.6017,0.7236,0.00617,2
0.8741,1.67,1.669,0.375,0.08444,0.6635,0.6819,0.01867,2
0.7944,1.69,1.745,0.3707,0.08081,0.6475,0.7125,0.01516,2
0.7663,1.71,1.748,0.3646,0.07902,0.6413,0.7152,0.01807,2
0.8233,1.66,1.824,0.3757,0.08278,0.6597,0.6874,0.01152,2
0.8233,1.68,1.601,0.3785,0.08271,0.6552,0.707,0.01355,2
0.8122,1.69,1.862,0.3901,0.08248,0.6531,0.726,0.02518,2
0.9109,1.67,1.719,0.3838,0.08148,0.6472,0.7319,0.01294,2
0.801,1.69,1.84,0.3944,0.08225,0.656,0.7207,0.01605,2
0.8294,1.85,1.795,0.4102,0.08705,0.6767,0.6956,0.02231,2
0.8433,1.67,1.888,0.4278,0.08888,0.6875,0.6873,0.03138,2
0.8339,1.69,1.77,0.4161,0.08505,0.6719,0.7073,0.03875,2
1.024,1.69,1.683,0.4307,0.09002,0.6872,0.6963,0.02267,2
1.121,1.94,1.64,0.4428,0.09293,0.6968,0.6901,0.01657,2
1.089,2.16,1.868,0.4669,0.0972,0.7102,0.686,0.03145,2
1.106,1.71,1.686,0.4599,0.09615,0.7111,0.6735,0.01636,2
1.216,1.72,1.611,0.4676,0.09741,0.7141,0.6757,0.01173,2
1.148,2.08,1.597,0.4554,0.09571,0.7083,0.677,0.004581,2
1.197,1.9,1.542,0.4357,0.09034,0.6989,0.6638,0.002951,2
1.286,1.94,1.82,0.4229,0.0913,0.703,0.637,0.005537,2
1.234,1.71,1.695,0.4037,0.08732,0.6914,0.6307,0.005833,2
0.9976,1.71,1.676,0.3705,0.08167,0.6682,0.6336,0.01342,2
1.085,1.71,1.673,0.3414,0.07675,0.6486,0.6175,0.005815,2
1.34,1.71,1.755,0.3721,0.08464,0.678,0.6088,0.01586,2
1.448,1.72,1.574,0.3934,0.08482,0.6807,0.6438,0.0795,2
1.337,1.74,1.56,0.4018,0.07627,0.6635,0.6778,0.07494,2
1.865,1.74,1.594,0.4299,0.08437,0.6816,0.6877,0.05539,2
1.55,1.74,1.592,0.4486,0.08773,0.6941,0.6803,0.04557,2
1.55,1.95,1.567,0.4647,0.09293,0.7032,0.6871,0.02405,2
1.684,1.87,1.498,0.4488,0.08317,0.6839,0.6931,0.004683,2
1.543,1.74,1.368,0.4564,0.08607,0.6914,0.688,0.02166,2
1.354,1.73,1.402,0.4482,0.08359,0.6851,0.6906,0.001494,2
1.561,1.71,1.443,0.4376,0.07951,0.6714,0.7061,0.005495,2
1.523,1.71,1.356,0.4179,0.07586,0.6584,0.7116,0.00265,2
1.299,1.78,1.284,0.4045,0.07415,0.6543,0.7028,0.009293,2
1.464,1.74,1.3,0.4047,0.07661,0.6547,0.7118,0.01163,2
1.413,1.89,1.176,0.402,0.07386,0.6476,0.7189,0.002043,2
1.493,1.71,1.249,0.4023,0.0793,0.6633,0.6936,0.01595,2
1.379,1.72,1.282,0.3794,0.07532,0.6516,0.6825,0.01446,2
1.497,1.71,1.21,0.3758,0.0738,0.6385,0.7147,0.02255,2
1.45,1.74,1.319,0.3801,0.07346,0.6424,0.7064,0.00954,2
1.598,1.69,1.336,0.3559,0.0717,0.6379,0.6721,0.02179,2
1.22,1.71,1.256,0.331,0.06419,0.6016,0.7205,0.06207,2
1.282,1.71,1.323,0.3371,0.06704,0.6137,0.7032,0.01999,2
1.463,1.67,1.393,0.3541,0.07022,0.6311,0.6876,0.02167,2
1.511,1.71,1.396,0.3333,0.06965,0.6214,0.6789,0.00361,2
1.285,1.7,1.25,0.3367,0.06744,0.6157,0.697,0.005456,2
1.371,1.69,1.147,0.3235,0.06619,0.6036,0.7083,0.003776,2
1.335,1.73,1.119,0.3122,0.06242,0.5889,0.7186,0.002031,2
1.368,1.71,0.9572,0.2925,0.06214,0.5762,0.7187,0.001637,2
1.394,1.67,0.9274,0.3212,0.07007,0.6021,0.7307,0.01493,2
1.217,1.75,0.9371,0.3283,0.06925,0.5975,0.7539,0.01052,2
1.375,1.72,0.9568,0.3202,0.06585,0.5888,0.752,0.007532,2
1.49,1.7,0.9258,0.3441,0.07097,0.6133,0.7367,0.03571,2
1.572,1.7,0.9916,0.3382,0.07393,0.6183,0.7257,0.01827,2
1.407,1.68,0.9427,0.325,0.07108,0.6089,0.7192,0.01515,2
1.383,1.66,0.8907,0.3148,0.06691,0.5895,0.7451,0.009435,2
1.16,1.73,0.8304,0.2933,0.06335,0.5732,0.7392,0.00529,2
1.167,1.71,0.8321,0.3214,0.06879,0.5978,0.7391,0.008586,2
0.9902,1.69,0.7645,0.2845,0.06035,0.5582,0.7566,0.002441,2
1.059,1.68,0.7603,0.2795,0.0594,0.5514,0.7644,0.001044,2
1.084,1.68,0.8077,0.275,0.06158,0.5564,0.7479,0.0004151,2
1.04,1.67,0.8102,0.2671,0.05925,0.5483,0.744,0.004557,2
1.148,1.64,0.8047,0.2732,0.06434,0.5714,0.698,0.0008243,2
1.558,1.65,0.9118,0.3059,0.06767,0.5882,0.7369,0.004176,2
1.541,1.61,0.9611,0.3103,0.07118,0.608,0.6908,0.01153,2
1.368,1.6,0.8636,0.3007,0.06784,0.5925,0.7096,0.0109,2
0.9565,1.56,0.7718,0.2359,0.05494,0.5227,0.7207,0.01341,2
1.286,1.58,0.7556,0.275,0.06166,0.5608,0.7313,0.002234,2
1.268,1.57,0.646,0.2586,0.06075,0.5501,0.7211,0.004556,2
1.258,1.52,0.6811,0.2532,0.06104,0.5507,0.7007,0.0008996,2
1.348,1.67,0.6484,0.2806,0.06402,0.5697,0.7256,0.01774,2
1.434,1.66,0.734,0.2652,0.0604,0.5538,0.7232,0.01853,2
1.27,1.71,0.7392,0.2813,0.06659,0.5796,0.7035,0.00782,2
0.9937,1.74,0.7248,0.279,0.0594,0.5487,0.7722,0.01158,2
1.119,1.75,0.7174,0.2974,0.05706,0.5451,0.8056,0.04185,2
1.206,1.66,0.7452,0.2517,0.05924,0.542,0.7227,0.02248,2
1.154,1.71,0.7544,0.2789,0.06399,0.5648,0.7406,0.03479,2
1.117,1.7,0.7647,0.2637,0.05634,0.5329,0.7754,0.03517,2
1.097,1.8,0.6702,0.2708,0.05887,0.5452,0.763,0.02787,2
0.9535,1.84,0.6348,0.3046,0.05702,0.5432,0.8203,0.009462,2
1.101,1.84,0.719,0.2849,0.05466,0.5317,0.8133,0.05889,2
1.561,1.73,0.7417,0.2701,0.06692,0.5748,0.6926,0.008874,2
1.511,1.55,0.7418,0.2696,0.06418,0.5644,0.7177,0.002775,2
1.429,1.77,0.6989,0.3025,0.0635,0.5696,0.7707,0.03309,2
1.582,1.63,0.7374,0.272,0.06632,0.5796,0.668,0.01432,2
1.49,1.57,0.6867,0.2805,0.06531,0.5798,0.6894,0.01722,2
1.541,1.73,0.7139,0.3242,0.07524,0.6166,0.7142,0.005691,2
1.07,1.75,0.7171,0.3014,0.06031,0.5572,0.7915,0.03047,2
1.255,1.59,0.7104,0.2409,0.05398,0.5176,0.7554,0.05809,2
1.549,1.61,0.7263,0.2761,0.06586,0.5731,0.7115,0.03445,2
1.127,1.67,0.7358,0.2779,0.05912,0.5486,0.7687,0.02941,2
1.064,1.55,0.9774,0.2504,0.0587,0.5438,0.7048,0.03766,2
0.8024,1.66,0.791,0.2839,0.06225,0.5639,0.7454,0.004112,2
1.119,1.68,0.8,0.3143,0.06829,0.5921,0.7428,0.0007322,2
0.7876,1.3,0.7891,0.1902,0.04945,0.4794,0.664,0.006972,2
1.124,1.56,0.7178,0.2327,0.05184,0.5152,0.7195,0.09582,2
0.8469,1.45,0.6146,0.203,0.04417,0.4682,0.7581,0.02195,2
1.073,1.68,0.7796,0.2612,0.05515,0.5354,0.7529,0.05031,2
1.043,1.68,0.8433,0.2745,0.06028,0.554,0.7477,0.03084,2
1.094,2.29,0.9275,0.3038,0.06241,0.5648,0.7823,0.01499,2
1.199,2.28,0.8326,0.2791,0.0607,0.5546,0.7592,0.01518,2
1.146,2.11,0.6251,0.2299,0.04733,0.4904,0.7872,0.01348,2
1.049,1.71,0.7657,0.2733,0.05659,0.5478,0.7465,0.06604,2
1.095,1.71,0.7757,0.249,0.05646,0.535,0.7245,0.03966,2
1.008,1.71,0.6957,0.2728,0.059,0.5516,0.7449,0.04746,2
1.062,1.71,0.7228,0.3106,0.06453,0.5819,0.7508,0.00439,2
1.048,1.51,0.7345,0.2393,0.05426,0.5231,0.7271,0.04805,2
1.035,1.56,0.6699,0.234,0.04908,0.4995,0.7752,0.06415,2
0.9624,1.55,0.6514,0.2262,0.04749,0.4918,0.7704,0.01986,2
1.106,1.57,0.7696,0.2925,0.05526,0.5373,0.812,0.03802,2
1.099,1.57,0.6984,0.2541,0.0589,0.5473,0.7035,0.02252,2
1.044,1.6,0.7647,0.2637,0.05807,0.5457,0.7369,0.04578,2
1.185,1.6,0.7635,0.276,0.05763,0.547,0.7622,0.03434,2
1.195,1.61,0.6498,0.3027,0.06058,0.5684,0.7608,0.02674,2
1.316,1.6,0.6479,0.2591,0.05553,0.5409,0.726,0.03331,2
1.363,1.63,0.6373,0.2774,0.05929,0.5608,0.7224,0.05596,2
1.356,1.63,0.6567,0.3117,0.06442,0.5841,0.7451,0.04287,2
1.307,1.63,0.6676,0.298,0.06119,0.5627,0.7733,0.008597,2
1.4,1.64,0.7738,0.2967,0.06414,0.5832,0.7135,0.06384,2
1.165,1.65,0.7553,0.2885,0.0591,0.5575,0.7613,0.09094,2
1.072,1.65,0.7967,0.3077,0.06429,0.576,0.7635,0.0286,2
1.145,1.65,0.7954,0.3083,0.06429,0.5823,0.7439,0.02414,2
1.08,1.57,0.7795,0.259,0.05567,0.5351,0.7513,0.07268,2
1.096,1.58,0.768,0.26,0.05655,0.5387,0.7449,0.03254,2
1.094,1.59,0.8129,0.292,0.0642,0.5781,0.7226,0.01628,2
1.08,1.58,0.8543,0.2677,0.05723,0.5446,0.7476,0.09886,2
1.135,1.61,0.9222,0.3057,0.06224,0.5722,0.7621,0.08757,2
1.076,1.61,0.8195,0.2949,0.06306,0.577,0.7269,0.02243,2
1.044,1.62,0.8168,0.271,0.05726,0.5469,0.7478,0.06021,2
1.143,1.63,0.7964,0.2931,0.06122,0.5659,0.7531,0.04573,2
1.064,1.63,0.8558,0.2804,0.06225,0.5711,0.7069,0.02292,2
1.104,1.64,0.9119,0.3066,0.06203,0.5734,0.759,0.08198,2
1.028,1.64,0.9044,0.2936,0.06003,0.5617,0.7623,0.02392,2
1.036,1.67,0.9495,0.2997,0.06167,0.5717,0.7494,0.05714,2
1.207,1.67,1,0.2971,0.06091,0.5704,0.7444,0.02316,2
1.012,1.67,0.9349,0.3082,0.06222,0.5767,0.7521,0.02492,2
1.151,1.68,1.09,0.3194,0.06594,0.591,0.7436,0.01514,2
1.132,1.62,1.15,0.3243,0.0685,0.604,0.7214,0.01261,2
1.132,1.65,1.135,0.3387,0.07175,0.6174,0.7179,0.02357,2
1.15,1.65,1.295,0.3074,0.0622,0.5826,0.7299,0.02966,2
0.9762,1.68,1.066,0.3367,0.06843,0.6023,0.748,0.01791,2
0.941,1.68,1.116,0.3228,0.06311,0.5876,0.7475,0.03018,2
0.9586,1.69,1.152,0.3212,0.0654,0.5945,0.7328,0.007962,2
0.8673,1.7,1.1,0.3145,0.06316,0.5862,0.7369,0.01275,2
0.7806,1.74,1.184,0.3021,0.05927,0.5734,0.7364,0.02137,2
0.8394,1.76,1.258,0.31,0.06058,0.5791,0.7395,0.03266,2
0.7985,1.71,1.122,0.2909,0.0577,0.5605,0.749,0.02241,2
0.9027,1.72,1.183,0.3287,0.063,0.5876,0.7568,0.02347,2
0.8859,1.73,1.091,0.3019,0.05841,0.5669,0.7542,0.02845,2
0.9314,1.68,1.065,0.3189,0.06424,0.5856,0.7521,0.01909,2
1.056,1.69,1.026,0.301,0.05951,0.5651,0.7633,0.03048,2
1.058,1.71,1.138,0.3189,0.06545,0.5912,0.7398,0.02147,2
1.733,1.76,2.433,0.8821,0.1375,0.6056,0.8149,0.4655,2
1.943,1.78,2.215,0.7497,0.1231,0.6506,0.8083,0.385,2
1.741,1.71,1.956,0.6412,0.118,0.6937,0.7819,0.3084,2
1.434,1.8,1.766,0.5559,0.1082,0.6926,0.7761,0.2225,2
1.389,1.7,1.607,0.4752,0.09661,0.6693,0.7825,0.1482,2
1.395,1.7,1.492,0.4349,0.09403,0.6663,0.7685,0.08985,2
1.344,1.67,1.34,0.415,0.09493,0.674,0.7432,0.04314,2
1.492,1.69,1.153,0.425,0.09895,0.6905,0.7235,0.02482,2
1.661,1.7,0.9528,0.4288,0.09946,0.7018,0.6954,0.01743,2
1.93,1.72,0.9585,0.455,0.1057,0.7275,0.6651,0.0182,2
2.144,1.78,1.011,0.4953,0.114,0.7608,0.6186,0.01205,2
2.27,1.7,1.327,0.5231,0.1242,0.7868,0.5941,0.02275,2
1.312,1.68,1.777,0.4886,0.1079,0.7219,0.7094,0.1308,2
1.583,1.69,1.66,0.4718,0.1072,0.7186,0.7085,0.0755,2
1.788,1.67,1.514,0.4609,0.1057,0.7101,0.7202,0.06667,2
1.428,1.84,1.389,0.4372,0.0923,0.666,0.7642,0.05518,2
1.435,1.81,1.256,0.4367,0.0906,0.6584,0.7747,0.04615,2
1.369,1.71,1.11,0.4408,0.09388,0.6719,0.7579,0.03368,2
1.389,1.77,0.9969,0.4359,0.09308,0.6738,0.7484,0.01694,2
1.516,1.71,1.066,0.4431,0.09486,0.6823,0.738,0.01695,2
1.537,1.72,1.064,0.4365,0.09263,0.6751,0.7439,0.01087,2
1.575,1.73,1.138,0.4401,0.09382,0.6821,0.733,0.004426,2
1.68,2.03,1.379,0.4098,0.08344,0.6526,0.7484,0.003755,2
1.432,2,1.544,0.3926,0.07798,0.6467,0.7277,0.0003794,2
0.8258,1.7,1.572,0.3704,0.07398,0.6344,0.7213,0.001129,2
0.8414,1.95,1.558,0.3432,0.06816,0.6124,0.7247,0.008857,2
1.175,1.92,2.324,0.3624,0.0809,0.6571,0.6627,0.04733,2
1.276,1.92,2.227,0.4547,0.09736,0.7003,0.7078,0.2058,2
0.8439,1.7,1.697,0.2967,0.05723,0.5608,0.7581,0.05546,2
0.7354,1.68,1.777,0.279,0.05285,0.537,0.7789,0.05909,2
1.074,1.66,2.436,0.3924,0.08448,0.6586,0.7209,0.2458,2
0.8559,1.66,1.101,0.2043,0.04165,0.468,0.7463,0.0379,2
1.235,1.61,0.7384,0.2386,0.04172,0.4932,0.7742,0.05806,2
1.117,1.41,0.5834,0.1804,0.02648,0.408,0.8161,0.03151,2
1.203,1.89,0.8166,0.3585,0.05538,0.5658,0.82,0.06275,2
1.155,1.89,0.7283,0.3471,0.05921,0.571,0.809,0.03265,2
1.221,1.92,0.818,0.3922,0.06126,0.5853,0.8185,0.07819,2
1.214,1.91,0.7584,0.3558,0.06588,0.59,0.794,0.06323,2
1.243,1.92,0.7373,0.337,0.06021,0.5748,0.7924,0.04124,2
1.14,1.93,0.7336,0.3792,0.06197,0.581,0.8206,0.05212,2
1.201,1.93,0.7099,0.3594,0.05808,0.5623,0.8342,0.04406,2
1.162,1.9,0.6473,0.3227,0.05336,0.5426,0.831,0.03973,2
1.198,1.94,0.6954,0.3814,0.06675,0.5991,0.7975,0.0674,2
1.209,1.94,0.7412,0.3752,0.06444,0.5924,0.8009,0.04079,2
1.319,2.01,0.5929,0.3569,0.05829,0.5639,0.8297,0.04682,2
1.13,1.87,0.5815,0.3584,0.06418,0.5854,0.8016,0.0327,2
1.287,1.88,0.6292,0.3365,0.0583,0.5622,0.8156,0.03864,2
1.283,1.92,0.523,0.3857,0.0666,0.5967,0.8051,0.03684,2
1.192,1.92,0.6686,0.328,0.05816,0.562,0.8066,0.04754,2
1.256,1.95,0.5263,0.3635,0.06289,0.5777,0.8187,0.06341,2
1.253,1.99,0.6223,0.3996,0.06621,0.5971,0.8117,0.03147,2
1.284,1.91,0.5398,0.3778,0.06517,0.5886,0.8126,0.03708,2
1.323,1.94,0.6188,0.3908,0.06509,0.5887,0.8202,0.03581,2
1.257,1.99,0.6792,0.422,0.06723,0.5876,0.8401,0.05546,2
1.508,1.89,0.5746,0.3901,0.06606,0.5995,0.801,0.03808,2
1.475,1.96,0.5851,0.3867,0.06633,0.6028,0.7924,0.03672,2
1.453,1.97,0.596,0.3453,0.06228,0.5828,0.7889,0.03318,2
1.457,1.99,0.572,0.3699,0.06966,0.6168,0.7542,0.0297,2
1.427,1.91,0.6483,0.2901,0.05643,0.5451,0.791,0.01998,2
1.282,1.95,0.6661,0.3116,0.06229,0.5712,0.7754,0.0122,2
1.503,1.9,0.6564,0.3609,0.06961,0.6015,0.7839,0.01365,2
1.576,1.9,0.6563,0.3515,0.06789,0.6042,0.7603,0.00825,2
1.475,1.86,0.6708,0.3428,0.06815,0.6011,0.7589,0.006769,2
1.631,1.93,0.7518,0.3765,0.07548,0.6323,0.7412,0.001919,2
1.567,1.94,0.6913,0.3621,0.07448,0.6267,0.7363,0.001747,2
1.853,1.9,0.7373,0.339,0.07213,0.6208,0.7084,0.002827,2
1.676,1.84,0.6871,0.3531,0.07427,0.6312,0.7072,0.01158,2
1.651,1.83,0.7611,0.3827,0.07746,0.6389,0.7373,0.01472,2
1.666,1.88,0.7414,0.4046,0.08179,0.6573,0.725,0.006342,2
1.573,1.85,0.7194,0.4058,0.0815,0.6551,0.731,0.01343,2
1.682,1.85,0.8155,0.4233,0.0848,0.6656,0.7299,0.01657,2
1.654,1.85,0.8483,0.4453,0.08773,0.6727,0.737,0.003936,2
1.724,1.89,0.8171,0.4511,0.08916,0.6787,0.7305,0.002325,2
1.82,1.92,0.8698,0.4718,0.09068,0.6811,0.7397,0.004449,2
2.018,1.93,0.899,0.5026,0.09669,0.7027,0.7203,0.009249,2
1.772,1.91,0.9295,0.4936,0.09531,0.6902,0.7412,0.0009636,2
1.639,1.86,0.9382,0.4435,0.08801,0.6696,0.7443,0.007144,2
2.096,1.83,0.9431,0.3894,0.08197,0.6574,0.7096,0.04909,2
1.577,1.77,1.095,0.3226,0.0711,0.616,0.6859,0.07268,2
1.547,1.69,1.441,0.2608,0.06228,0.5643,0.6686,0.07946,2
0.8355,1.46,1.098,0.1832,0.0389,0.443,0.7406,0.05537,2
1.361,1.57,1.729,0.4287,0.07495,0.6575,0.7208,0.8175,2
1.073,1.74,2.503,0.662,0.1207,0.6947,0.7803,0.3526,2
1.105,1.78,2.408,0.4186,0.09545,0.7,0.6696,0.1412,2
1.11,1.81,2.074,0.4118,0.08547,0.6811,0.6744,0.04417,2
1.491,1.82,1.846,0.4455,0.1032,0.7187,0.6739,0.01005,2
0.795,1.72,1.867,0.417,0.0767,0.658,0.7152,0.01495,2
1.332,1.81,1.84,0.4767,0.1181,0.7469,0.683,0.009801,2
0.9352,1.81,1.858,0.4048,0.07831,0.65,0.732,0.008526,2
0.8518,1.79,1.484,0.3743,0.06929,0.6066,0.7829,0.005808,2
0.947,1.81,1.174,0.3672,0.07004,0.6057,0.7811,0.01084,2
1.092,1.78,1.298,0.3591,0.07151,0.6108,0.7653,0.00458,2
1.092,1.8,1.102,0.336,0.06738,0.592,0.7725,0.005446,2
1.178,1.78,1.135,0.3244,0.06984,0.6063,0.7204,0.00952,2
1.099,1.83,0.9999,0.3136,0.06726,0.5924,0.7351,0.0001193,2
1.085,1.81,1.122,0.3347,0.06843,0.5977,0.7587,0.001154,2
1.169,1.8,1.033,0.353,0.07207,0.6158,0.7464,0.0006472,2
1.132,1.84,1.171,0.3498,0.07405,0.6226,0.73,0.002018,2
0.6998,1.76,1.165,0.3259,0.0654,0.5917,0.7499,0.001691,2
0.7983,1.75,1.097,0.3159,0.06389,0.5811,0.7597,0.0005352,2
0.9245,1.74,1.194,0.3077,0.06337,0.5776,0.7539,0.002085,2
1.009,1.73,1.041,0.2931,0.06084,0.5636,0.7592,0.001812,2
1.028,1.73,0.9604,0.2999,0.06471,0.5809,0.7337,0.0026,2
1.094,1.72,0.9341,0.32,0.0696,0.6014,0.7283,0.007348,2
1.137,1.85,0.886,0.2847,0.06339,0.5702,0.7302,0.004062,2
1.235,1.82,0.9259,0.2767,0.06373,0.572,0.7017,0.003748,2
1.17,1.83,0.8316,0.3087,0.06261,0.5766,0.755,0.005412,2
1.164,1.81,0.8746,0.3113,0.06594,0.5897,0.7327,0.005452,2
1.37,1.79,0.8555,0.2971,0.0646,0.5897,0.6892,0.00362,2
1.331,1.83,0.8758,0.3155,0.06766,0.6002,0.7127,0.003591,2
1.092,1.81,0.7592,0.2949,0.05619,0.5512,0.7804,0.0107,2
