 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Surface Variation, Verticality, Class
2.387,1.24,1.61,0.5922,0.1622,0.8526,0.6111,0.9266,1
2.433,1.08,1.612,0.5769,0.154,0.8333,0.6273,0.9272,1
1.652,1.08,1.58,0.4789,0.1318,0.7912,0.6165,0.9486,1
1.372,1.09,1.961,0.4707,0.1316,0.793,0.6019,0.9072,1
1.443,1.08,1.974,0.4636,0.1279,0.7838,0.6058,0.9324,1
1.312,1.09,1.815,0.4657,0.131,0.7921,0.5973,0.9131,1
1.971,1.11,1.531,0.4613,0.1286,0.7847,0.6073,0.8856,1
1.895,1.09,1.144,0.3502,0.08684,0.6536,0.6959,0.868,1
1.247,1.11,1.641,0.3399,0.08145,0.6352,0.7123,0.7889,1
0.8904,0.71,1.488,0.2471,0.05108,0.5229,0.7343,0.7324,1
1.282,0.91,0.5342,0.2235,0.03458,0.4873,0.6994,0.7059,1
1.654,0.91,2.103,0.4528,0.1001,0.688,0.7487,0.9853,1
1.682,1.24,2.5,0.6031,0.1677,0.8668,0.5937,0.9027,1
2.541,1.21,1.638,0.6007,0.162,0.8506,0.6138,0.9226,1
1.407,1.09,1.706,0.4707,0.1313,0.7922,0.603,0.9115,1
2.297,1.23,1.683,0.5799,0.1619,0.859,0.5877,0.9176,1
1.763,1.24,1.736,0.5039,0.1448,0.8268,0.5814,0.9207,1
2.315,1.24,1.69,0.582,0.1636,0.8617,0.59,0.9146,1
2.305,1.24,1.664,0.5525,0.1555,0.8474,0.589,0.9056,1
1.974,1.09,1.1,0.398,0.09901,0.69,0.704,0.9865,1
2.031,1.08,1.432,0.4669,0.1303,0.7893,0.6047,0.9489,1
2.338,1.09,1.579,0.5892,0.1569,0.8379,0.6279,0.9164,1
1.817,1.08,1.6,0.4719,0.1311,0.7922,0.6015,0.9238,1
1.342,1.08,1.963,0.462,0.1266,0.7797,0.6124,0.9313,1
1.299,1.09,1.818,0.4657,0.1305,0.7903,0.6016,0.9134,1
1.359,1.09,1.721,0.476,0.1328,0.795,0.6067,0.9217,1
2.398,1.09,1.461,0.5541,0.1309,0.7567,0.723,0.9256,1
1.689,1.09,2.318,0.6072,0.1617,0.8445,0.6301,0.9133,1
2.176,1.08,1.827,0.5259,0.1253,0.7486,0.7202,0.9551,1
1.366,1.09,2.318,0.5062,0.1208,0.7405,0.7196,0.9582,1
2.487,1.23,1.677,0.5947,0.1653,0.8635,0.5917,0.9149,1
3.292,1.23,3.442,1.801,0.2766,-0.1631,0.8563,0.9426,1
2.488,1.24,1.689,0.6047,0.1677,0.8663,0.5957,0.8977,1
1.934,1.11,1.088,0.3999,0.1012,0.6979,0.6928,0.9881,1
1.911,1.09,1.129,0.3993,0.09963,0.692,0.7024,0.9867,1
2.444,1.08,1.504,0.5401,0.1477,0.8278,0.6073,0.8911,1
2.352,1.08,1.608,0.576,0.1557,0.8391,0.6192,0.9261,1
1.977,1.08,1.522,0.4712,0.1306,0.7902,0.606,0.9188,1
1.709,1.11,1.31,0.4044,0.1012,0.697,0.7,0.9841,1
1.726,1.1,1.722,0.4804,0.1331,0.7976,0.5995,0.9346,1
1.643,1.1,2.333,0.5104,0.1239,0.7491,0.7123,0.9474,1
1.696,1.11,2.278,0.5086,0.126,0.7573,0.7011,0.9577,1
1.626,1.1,1.983,0.4785,0.1334,0.7991,0.5937,0.9348,1
2.192,1.09,1.456,0.4953,0.1189,0.7378,0.7168,0.9613,1
1.509,1.09,2.369,0.5441,0.1495,0.8303,0.6117,0.8905,1
1.826,1.09,1.6,0.4733,0.1326,0.7944,0.6059,0.9469,1
1.509,1.08,1.608,0.4653,0.1299,0.7894,0.5993,0.9267,1
1.598,1.08,1.83,0.4697,0.1297,0.7869,0.6122,0.939,1
1.937,1.09,1.33,0.4748,0.1323,0.7942,0.605,0.9222,1
1.822,1.09,1.279,0.4025,0.0998,0.6923,0.7053,0.9995,1
2.415,1.17,1.782,0.5777,0.1579,0.8501,0.5921,0.9119,1
2.091,1.23,1.904,0.612,0.1687,0.866,0.6007,0.8949,1
1.742,1.23,2.086,0.604,0.1674,0.8656,0.5965,0.8983,1
2.468,1.1,1.387,0.503,0.1211,0.7414,0.7185,0.9545,1
1.725,1.09,1.324,0.4693,0.1306,0.7891,0.6101,0.9266,1
2.401,1.22,1.726,0.6032,0.166,0.8615,0.6017,0.9119,1
1.381,1.09,1.961,0.471,0.1312,0.7914,0.6059,0.9044,1
1.903,1.23,2.01,0.6053,0.168,0.8667,0.5956,0.8968,1
1.808,1.17,1.38,0.4979,0.1374,0.8088,0.5945,0.9019,1
1.523,1.12,2.415,0.4979,0.1228,0.7489,0.7063,0.9328,1
1.578,1.09,2.072,0.5013,0.1194,0.737,0.7218,0.9494,1
1.758,1.22,2.101,0.5802,0.1591,0.8491,0.6056,0.9383,1
2.316,1.24,1.689,0.6042,0.1678,0.865,0.6013,0.9072,1
1.743,1.23,1.695,0.5039,0.1421,0.8188,0.5944,0.9317,1
1.607,1.1,2.284,0.5785,0.1555,0.8368,0.6252,0.9163,1
1.982,1.09,1.055,0.3899,0.09625,0.6813,0.7083,0.9829,1
1.693,1.12,1.336,0.4078,0.1028,0.7022,0.6955,0.9848,1
1.659,1.09,2.115,0.5427,0.1483,0.8279,0.6119,0.8731,1
1.366,1.08,2.028,0.4713,0.1307,0.7893,0.6114,0.9418,1
2.009,1.12,1.93,0.532,0.1303,0.7623,0.7089,0.9268,1
1.259,1.09,1.888,0.4695,0.1304,0.789,0.6092,0.9037,1
1.663,1.21,1.428,0.4883,0.1392,0.8128,0.5897,0.9333,1
1.782,1.09,1.297,0.3967,0.09694,0.6828,0.7141,0.9946,1
1.662,1.1,2.113,0.5909,0.1585,0.8423,0.6224,0.9105,1
1.652,1.11,1.432,0.4892,0.1362,0.8038,0.6038,0.9014,1
2.457,1.21,1.708,0.6019,0.1639,0.8572,0.6029,0.9047,1
4.175,1.23,1.696,1.664,0.267,0.02618,0.8441,0.9636,1
1.759,1.08,1.585,0.4776,0.1297,0.7864,0.6193,0.9355,1
1.416,1.09,1.648,0.4747,0.1325,0.7946,0.6055,0.9207,1
1.819,1.08,1.59,0.4677,0.1308,0.7907,0.6033,0.9349,1
1.737,1.23,2.513,0.5993,0.1664,0.8637,0.5979,0.8907,1
1.83,1.1,1.341,0.4921,0.1354,0.8026,0.6032,0.9367,1
1.51,1.1,2.421,0.495,0.1209,0.7436,0.711,0.9511,1
1.736,1.09,2.231,0.4943,0.1189,0.7376,0.717,0.9495,1
1.353,1.08,1.965,0.4654,0.1298,0.7892,0.5998,0.9232,1
1.245,1.09,1.835,0.4667,0.131,0.7917,0.5996,0.9135,1
1.379,1.09,1.944,0.4662,0.1276,0.7807,0.6198,0.9151,1
2.477,1.1,1.345,0.4932,0.1202,0.7417,0.7121,0.9431,1
1.703,1.24,1.441,0.4961,0.1399,0.8133,0.5967,0.9386,1
2.347,1.09,1.704,0.5891,0.1578,0.8412,0.6227,0.9106,1
2.456,1.09,1.525,0.5797,0.1547,0.8335,0.6311,0.9112,1
1.729,1.09,1.275,0.4075,0.09994,0.6924,0.7099,0.9794,1
1.728,1.23,2.418,0.6188,0.169,0.8633,0.6093,0.885,1
1.887,1.1,1.4,0.4799,0.133,0.7977,0.5975,0.9156,1
1.397,1.08,1.765,0.3985,0.09722,0.684,0.7133,0.9955,1
1.672,1.29,1.733,0.507,0.143,0.8227,0.5841,0.9192,1
1.577,1.09,2.089,0.4947,0.119,0.7377,0.7172,0.9494,1
1.568,1.09,1.386,0.4096,0.1002,0.6924,0.7131,0.9843,1
1.681,1.22,2.406,0.5935,0.1646,0.8613,0.5953,0.9008,1
1.376,1.09,1.583,0.4087,0.1017,0.6982,0.7027,0.967,1
2.448,1.09,1.399,0.5177,0.1234,0.7447,0.7215,0.9525,1
1.484,1.09,2.321,0.5205,0.1258,0.7511,0.7163,0.9389,1
2.358,1.21,1.65,0.6209,0.1689,0.8632,0.6077,0.9025,1
1.908,1.11,1.271,0.4113,0.1034,0.7037,0.697,0.9845,1
1.638,1.09,1.429,0.4696,0.1297,0.7879,0.6081,0.9125,1
1.597,1.09,1.6,0.4718,0.1298,0.7864,0.6164,0.9344,1
1.822,1.09,1.327,0.4066,0.1001,0.693,0.7083,0.9839,1
1.578,1.08,1.745,0.4743,0.1297,0.7854,0.6218,0.9302,1
1.552,1.09,1.968,0.4702,0.1307,0.7899,0.6082,0.9135,1
1.899,1.09,1.946,0.4921,0.119,0.7393,0.713,0.9565,1
1.539,1.09,1.97,0.4738,0.1322,0.7938,0.6059,0.9186,1
1.714,1.08,1.588,0.4666,0.1307,0.7901,0.6047,0.9284,1
4.18,1.12,1.598,1.676,0.2609,-0.01693,0.8526,0.9456,1
2.529,1.08,1.595,0.5817,0.1552,0.8355,0.6273,0.9335,1
1.807,1.09,1.305,0.4065,0.1011,0.6966,0.7028,0.9683,1
1.955,1.11,1.481,0.4818,0.1332,0.7962,0.6084,0.9025,1
1.684,1.23,2.159,0.5783,0.1617,0.8576,0.5924,0.9212,1
1.703,1.24,2.01,0.5031,0.1432,0.8215,0.5918,0.9122,1
2.393,1.24,1.755,0.6027,0.1668,0.8643,0.5973,0.8828,1
2.492,1.22,1.711,0.6148,0.166,0.8564,0.6153,0.8988,1
1.893,1.24,2.01,0.6141,0.1688,0.8644,0.6064,0.8951,1
2.235,1.09,1.411,0.5081,0.1212,0.7417,0.7188,0.952,1
1.821,1.24,2.253,0.6067,0.1682,0.867,0.5953,0.8942,1
1.668,1.09,2.299,0.4968,0.1187,0.737,0.7182,0.9578,1
1.57,1.09,2.459,0.5852,0.1569,0.8394,0.6238,0.9125,1
1.975,1.11,1.621,0.479,0.1327,0.7974,0.596,0.9279,1
2.155,1.11,1.609,0.5776,0.155,0.8356,0.6261,0.8927,1
1.961,1.08,1.939,0.5442,0.1479,0.827,0.6123,0.8852,1
2.146,1.23,1.66,0.5937,0.1634,0.857,0.6031,0.898,1
1.608,1.09,1.579,0.4779,0.1311,0.7882,0.6233,0.9335,1
2.524,1.12,1.266,0.5342,0.1286,0.7566,0.7152,0.9365,1
2.45,1.24,1.667,0.6001,0.1662,0.8638,0.5952,0.8829,1
1.879,1.09,2.039,0.5019,0.1207,0.7422,0.7145,0.9661,1
1.71,1.23,2.37,0.6074,0.1638,0.8531,0.6144,0.8975,1
2.469,1.11,1.286,0.4982,0.1227,0.7482,0.7077,0.9314,1
1.736,1.09,1.332,0.4718,0.1313,0.7916,0.6063,0.911,1
2.477,1.09,1.693,0.5971,0.1597,0.8429,0.6266,0.9031,1
2.224,1.22,1.679,0.5871,0.1621,0.8567,0.5961,0.9263,1
1.79,1.23,1.842,0.5036,0.1425,0.8203,0.5912,0.9324,1
1.961,1.11,2.028,0.5783,0.1583,0.8475,0.6059,0.9134,1
1.755,1.23,1.766,0.5005,0.1413,0.8167,0.5952,0.9365,1
2.355,1.23,1.697,0.5863,0.1635,0.8597,0.5955,0.9191,1
2.01,1.1,1.963,0.5788,0.1562,0.8432,0.6065,0.9027,1
2.418,1.09,1.97,0.5701,0.1541,0.8397,0.6068,0.9117,1
1.773,1.1,1.37,0.4863,0.1341,0.7991,0.6048,0.9273,1
2.54,1.23,1.755,0.5989,0.1635,0.856,0.6053,0.9158,1
1.348,1.08,1.96,0.472,0.1306,0.7895,0.6101,0.9321,1
2.49,1.09,1.722,0.6073,0.1609,0.8428,0.6306,0.8969,1
1.756,1.22,2.526,0.6012,0.1637,0.8566,0.6037,0.9021,1
1.641,1.09,2.187,0.6075,0.1612,0.8431,0.6316,0.9057,1
2.352,1.09,1.701,0.5157,0.1241,0.7474,0.7179,0.9561,1
2.483,1.09,1.629,0.5507,0.1456,0.8165,0.6338,0.9225,1
1.294,1.08,1.789,0.3912,0.09709,0.6843,0.7048,0.9896,1
2.346,1.07,1.352,0.5022,0.1186,0.735,0.7235,0.9601,1
1.92,1.09,2.079,0.4989,0.121,0.7448,0.709,0.932,1
1.925,0.92,1.637,0.4507,0.09956,0.6879,0.7461,0.9875,1
1.553,1.13,1.606,0.4671,0.1482,0.8478,0.4229,0.6153,1
1.49,1.28,1.912,0.52,0.1583,0.8682,0.4976,0.8154,1
1.693,1.29,1.577,0.5756,0.1701,0.8854,0.541,0.847,1
1.768,1.27,1.506,0.6012,0.1726,0.8821,0.5722,0.8927,1
1.641,1.27,1.953,0.5631,0.1679,0.8823,0.5376,0.8463,1
1.561,1.29,2.004,0.5906,0.167,0.8712,0.575,0.8567,1
1.448,1.29,1.87,0.6201,0.176,0.8837,0.5835,0.8278,1
1.894,1.29,1.504,0.5715,0.1684,0.8786,0.5611,0.8727,1
1.85,1.29,1.408,0.5962,0.1734,0.8875,0.5568,0.8412,1
1.415,1.27,1.745,0.5586,0.1684,0.8868,0.5157,0.8959,1
1.874,1.14,1.554,0.5754,0.1695,0.8829,0.5485,0.9112,1
1.67,1.14,2.138,0.5766,0.1697,0.8832,0.5486,0.9131,1
1.652,1.12,1.402,0.5539,0.166,0.8822,0.5115,0.9121,1
1.592,1.14,1.858,0.5732,0.1686,0.8807,0.5518,0.91,1
1.485,1.14,1.926,0.5707,0.1693,0.8843,0.5402,0.9042,1
2.037,1.14,1.677,0.5771,0.1731,0.8951,0.5173,0.8984,1
1.594,1.14,2.047,0.5763,0.1687,0.8798,0.5567,0.9142,1
1.861,1.29,1.745,0.5813,0.1729,0.8914,0.5376,0.8042,1
1.712,1.28,1.912,0.5737,0.1701,0.8864,0.5362,0.8868,1
2.027,1.29,1.747,0.6059,0.1743,0.885,0.5718,0.8748,1
2.073,1.14,1.597,0.5752,0.1684,0.879,0.557,0.9119,1
2.028,1.14,1.584,0.5675,0.1637,0.8712,0.5485,0.8519,1
1.969,1.29,1.495,0.6003,0.1752,0.8908,0.5566,0.8609,1
2.049,1.29,1.56,0.5909,0.1733,0.8867,0.5628,0.8945,1
1.905,1.27,1.622,0.5717,0.1662,0.8777,0.5396,0.8828,1
1.637,1.32,1.596,0.6336,0.1892,0.9172,0.5457,0.8971,1
1.783,1.29,1.639,0.5914,0.1722,0.8829,0.5696,0.8815,1
1.607,1.3,1.449,0.5875,0.1727,0.8885,0.5482,0.8499,1
2.025,1.28,1.624,0.5921,0.1724,0.8869,0.551,0.8582,1
1.669,1.28,2.034,0.5717,0.1621,0.866,0.5575,0.8822,1
1.623,1.14,1.763,0.5808,0.1697,0.8805,0.5614,0.9139,1
1.808,1.28,1.573,0.6111,0.1757,0.8879,0.5686,0.9022,1
1.61,1.29,2.228,0.6259,0.1834,0.9062,0.5455,0.9047,1
2.105,1.27,1.678,0.5899,0.1698,0.88,0.5604,0.8347,1
1.632,1.14,2.095,0.5693,0.1646,0.8732,0.5469,0.8537,1
1.913,1.28,1.502,0.5919,0.1695,0.8775,0.5679,0.8394,1
1.667,1.28,1.993,0.5947,0.173,0.8867,0.5576,0.8619,1
2.041,1.28,1.581,0.5654,0.161,0.8643,0.5566,0.8849,1
1.703,1.28,1.903,0.569,0.1678,0.8828,0.5292,0.8853,1
2.083,1.14,1.639,0.5664,0.1684,0.882,0.5457,0.906,1
2.127,1.14,1.661,0.5759,0.1691,0.8811,0.5534,0.9107,1
2.112,1.3,1.754,0.5905,0.1755,0.8966,0.5331,0.853,1
1.402,1.3,1.706,0.5774,0.1707,0.8866,0.54,0.8497,1
2.433,1.3,1.831,0.6906,0.1907,0.8943,0.6011,0.8731,1
1.566,1.27,1.7,0.5938,0.1715,0.884,0.555,0.8389,1
1.606,1.15,1.867,0.5783,0.1724,0.8928,0.5231,0.8893,1
1.588,1.14,2.065,0.5764,0.1688,0.8796,0.559,0.8971,1
1.661,1.29,2.053,0.5901,0.1715,0.8838,0.5585,0.8242,1
1.455,1.12,1.818,0.556,0.1666,0.8829,0.5162,0.9182,1
1.543,1.14,1.743,0.5895,0.1724,0.888,0.546,0.8759,1
1.703,1.29,2.059,0.6091,0.1744,0.8833,0.5785,0.8339,1
2.133,1.14,1.645,0.5744,0.1691,0.8818,0.5503,0.9108,1
1.433,1.28,1.604,0.5771,0.1705,0.8868,0.5368,0.8859,1
1.699,1.28,2.065,0.579,0.1684,0.8796,0.5513,0.8351,1
1.668,1.29,2.061,0.6053,0.1735,0.8852,0.5629,0.8018,1
1.667,1.29,1.807,0.5888,0.1736,0.8887,0.5581,0.8747,1
1.618,1.14,1.954,0.5876,0.1721,0.8867,0.5511,0.8663,1
1.633,1.14,2.146,0.5729,0.1689,0.8809,0.5537,0.9112,1
1.666,1.27,2.091,0.5781,0.1685,0.8809,0.5464,0.8499,1
1.492,1.29,2.053,0.5629,0.161,0.8599,0.5807,0.8319,1
1.729,1.15,1.712,0.5652,0.1677,0.8798,0.5493,0.9053,1
1.531,1.13,1.727,0.5517,0.1525,0.8391,0.599,0.8869,1
1.481,1.29,1.841,0.5865,0.1696,0.8757,0.5811,0.8947,1
1.729,1.28,2.046,0.5769,0.1665,0.8715,0.5744,0.8478,1
2.09,1.28,1.78,0.5711,0.1662,0.873,0.567,0.8562,1
2.04,1.29,1.739,0.6068,0.1733,0.8771,0.5966,0.8772,1
1.521,1.28,1.736,0.5569,0.1546,0.8433,0.5978,0.8513,1
1.502,1.28,1.616,0.5523,0.1623,0.8688,0.5509,0.899,1
1.438,1.27,1.859,0.5616,0.1652,0.8733,0.5576,0.8965,1
1.558,1.3,2.057,0.5772,0.1683,0.8771,0.5658,0.8633,1
2.141,1.14,1.651,0.5779,0.1694,0.8809,0.5579,0.8943,1
1.567,1.28,2.574,0.6526,0.1836,0.8886,0.6019,0.9041,1
2.002,1.28,1.576,0.5913,0.1707,0.8821,0.558,0.8438,1
1.8,1.3,1.486,0.5615,0.1643,0.8697,0.5673,0.8466,1
1.709,1.28,2.648,0.675,0.1888,0.8979,0.5883,0.9012,1
1.895,1.29,1.67,0.5804,0.1629,0.8635,0.5761,0.834,1
1.791,1.14,1.536,0.5737,0.1609,0.8622,0.5649,0.8502,1
1.468,1.27,1.948,0.5545,0.1638,0.87,0.5625,0.8591,1
1.947,1.14,1.509,0.5678,0.1643,0.8728,0.5469,0.8523,1
1.544,1.14,1.996,0.5755,0.1694,0.8826,0.5487,0.913,1
1.823,1.28,1.486,0.5723,0.1649,0.868,0.5775,0.8487,1
1.678,1.14,1.683,0.5649,0.1641,0.8672,0.5767,0.915,1
1.87,1.28,1.49,0.5542,0.1625,0.8672,0.5628,0.8781,1
1.651,1.14,2.098,0.5705,0.1661,0.8755,0.5516,0.8752,1
2.079,1.3,1.743,0.607,0.1763,0.8905,0.5652,0.8237,1
1.547,1.28,1.509,0.5769,0.1698,0.8845,0.5423,0.85,1
1.902,1.14,1.508,0.5623,0.1651,0.8763,0.537,0.8576,1
2.4,1.28,1.682,0.6707,0.1884,0.8977,0.5894,0.897,1
2.466,1.29,1.718,0.6254,0.1819,0.9024,0.5492,0.904,1
2.273,1.27,1.698,0.6025,0.1694,0.8722,0.5864,0.8522,1
1.595,1.28,1.627,0.5938,0.172,0.8843,0.5595,0.8461,1
1.693,1.28,1.902,0.5671,0.1671,0.8813,0.53,0.8854,1
2.049,1.29,1.738,0.6111,0.1768,0.8897,0.5707,0.8542,1
2.079,1.29,1.662,0.6197,0.1793,0.8941,0.569,0.9082,1
1.903,1.28,1.681,0.5746,0.1703,0.8868,0.5362,0.8804,1
1.921,1.28,1.573,0.5621,0.1676,0.8836,0.5256,0.8708,1
1.563,1.28,1.752,0.5911,0.1706,0.8819,0.5574,0.8349,1
1.499,1.28,1.994,0.589,0.1651,0.8647,0.5873,0.9033,1
1.681,1.28,2.086,0.5843,0.163,0.8612,0.5861,0.8618,1
1.624,1.28,1.535,0.5548,0.1658,0.8804,0.5238,0.8895,1
1.709,1.3,1.949,0.5841,0.1727,0.8898,0.5424,0.8471,1
2.019,1.28,1.703,0.564,0.1627,0.868,0.5564,0.8689,1
1.491,1.28,1.756,0.5885,0.1645,0.8643,0.5839,0.8378,1
1.909,1.28,1.578,0.5616,0.1654,0.8767,0.5397,0.8539,1
1.584,1.3,2.037,0.5845,0.1639,0.8642,0.5808,0.8391,1
1.68,1.27,1.936,0.5678,0.1646,0.8733,0.5478,0.885,1
1.715,1.28,1.999,0.6124,0.1768,0.8914,0.5624,0.9133,1
1.675,1.28,2.026,0.6039,0.1756,0.8914,0.5548,0.8679,1
1.544,1.28,1.628,0.572,0.169,0.8846,0.5334,0.887,1
1.653,1.14,2.109,0.5637,0.164,0.8732,0.5417,0.8649,1
1.91,1.29,1.438,0.6107,0.1758,0.8873,0.5732,0.8743,1
1.547,1.29,1.894,0.5829,0.1716,0.8881,0.5405,0.8473,1
1.78,1.28,1.476,0.5942,0.1719,0.8838,0.5599,0.8616,1
1.703,1.29,1.574,0.6195,0.1806,0.8984,0.5612,0.8525,1
1.854,1.28,1.582,0.6035,0.1722,0.8803,0.5745,0.8779,1
1.623,1.28,1.58,0.6025,0.1742,0.8862,0.568,0.8944,1
2.058,1.29,1.69,0.6049,0.1763,0.8912,0.5634,0.8631,1
1.502,1.28,1.911,0.5897,0.1725,0.8867,0.5543,0.8555,1
1.887,1.28,1.475,0.5934,0.1719,0.8832,0.5643,0.8683,1
1.508,1.14,1.943,0.575,0.1693,0.8822,0.5502,0.9131,1
2.035,1.28,1.687,0.5973,0.1736,0.8867,0.5621,0.8447,1
2.053,1.29,1.716,0.6112,0.1761,0.8879,0.5722,0.8485,1
2.08,1.29,1.696,0.5865,0.1621,0.8573,0.5938,0.8114,1
1.565,1.14,1.81,0.5756,0.1695,0.8828,0.5496,0.9124,1
1.515,1.28,1.534,0.5715,0.1692,0.885,0.5331,0.8838,1
2.059,1.28,1.693,0.5963,0.1717,0.8819,0.5675,0.8638,1
1.579,1.28,1.747,0.597,0.1737,0.8882,0.5556,0.8588,1
1.693,1.28,1.533,0.6026,0.1739,0.8874,0.5582,0.848,1
1.677,1.3,1.959,0.5967,0.1741,0.8877,0.5626,0.834,1
1.512,1.28,1.896,0.5836,0.1673,0.8755,0.5597,0.8355,1
1.731,1.14,2.256,0.6253,0.1811,0.8988,0.5591,0.9226,1
1.902,1.28,1.509,0.5819,0.1626,0.8618,0.5802,0.8601,1
2.012,1.3,1.678,0.5844,0.1666,0.8714,0.5723,0.843,1
1.403,1.28,1.733,0.5726,0.1687,0.882,0.5454,0.8632,1
1.733,1.28,1.881,0.5599,0.167,0.883,0.5199,0.867,1
1.996,1.29,1.649,0.6004,0.1729,0.8845,0.564,0.8119,1
1.78,1.28,1.567,0.6025,0.1761,0.8937,0.5495,0.8585,1
2.055,1.27,1.615,0.5638,0.16,0.8608,0.5656,0.8702,1
2.143,1.14,1.662,0.5717,0.1687,0.8814,0.5497,0.9185,1
2.067,1.29,1.754,0.6111,0.1768,0.8905,0.5675,0.8752,1
1.555,1.27,1.617,0.5828,0.1699,0.8829,0.5496,0.8853,1
2.029,1.27,1.541,0.5724,0.1672,0.8785,0.5473,0.8691,1
1.813,1.28,1.53,0.5843,0.1659,0.8698,0.5731,0.8649,1
1.869,1.27,1.513,0.5756,0.1704,0.8867,0.5367,0.8857,1
2.005,1.29,1.632,0.6075,0.176,0.8882,0.5727,0.8559,1
1.619,1.14,2.06,0.5618,0.1667,0.8805,0.5328,0.8938,1
1.785,1.27,1.454,0.5627,0.1688,0.8859,0.5261,0.8676,1
1.517,1.29,1.75,0.604,0.1759,0.8896,0.5674,0.8457,1
1.862,1.28,1.501,0.5595,0.1674,0.8837,0.5218,0.8916,1
1.607,1.28,1.634,0.5872,0.1659,0.8691,0.5749,0.858,1
1.601,1.28,1.629,0.5884,0.171,0.8825,0.5609,0.8791,1
1.702,1.28,1.962,0.5568,0.1662,0.8812,0.523,0.8917,1
1.729,1.29,2.094,0.6095,0.1787,0.896,0.5608,0.8476,1
1.734,1.14,1.676,0.5745,0.1712,0.89,0.5266,0.8885,1
1.529,1.27,1.971,0.5725,0.1691,0.8834,0.5426,0.8767,1
1.735,1.15,2.095,0.5865,0.1699,0.8811,0.5571,0.8798,1
1.706,1.28,1.891,0.5674,0.167,0.8796,0.5406,0.8657,1
1.59,1.14,1.745,0.5752,0.168,0.8781,0.5584,0.9118,1
2.039,1.28,1.578,0.5758,0.1672,0.8764,0.5573,0.862,1
2.007,1.27,1.529,0.5787,0.1716,0.8892,0.5362,0.8896,1
1.598,1.29,1.482,0.5794,0.1707,0.8868,0.538,0.8546,1
1.608,1.13,1.959,0.5771,0.161,0.8586,0.5822,0.8971,1
1.734,1.29,1.908,0.5776,0.1709,0.8875,0.5376,0.8459,1
1.893,1.28,1.553,0.5775,0.1616,0.8625,0.5689,0.8349,1
1.567,1.3,1.487,0.5768,0.17,0.8842,0.5462,0.8332,1
1.424,1.28,1.614,0.5609,0.1666,0.881,0.5281,0.8853,1
1.466,1.29,1.932,0.6089,0.1781,0.8956,0.5575,0.902,1
1.382,1.28,1.73,0.5541,0.1655,0.8795,0.5262,0.859,1
1.666,1.27,2.046,0.5844,0.1711,0.885,0.5504,0.8759,1
1.733,1.27,2.037,0.5819,0.1629,0.8639,0.5732,0.8337,1
1.956,1.27,1.669,0.5679,0.1675,0.8822,0.5286,0.8847,1
1.611,1.29,1.777,0.6119,0.1784,0.8945,0.5635,0.8832,1
1.626,1.29,1.958,0.5743,0.1715,0.8902,0.5297,0.8377,1
1.604,1.29,1.632,0.6033,0.1762,0.8922,0.5576,0.8758,1
1.719,1.28,1.88,0.5636,0.1688,0.8865,0.5223,0.8713,1
1.467,1.29,1.801,0.6128,0.1769,0.8906,0.5666,0.8458,1
1.581,1.29,1.519,0.5824,0.1722,0.8893,0.5402,0.8403,1
1.52,1.14,1.905,0.5761,0.1692,0.8818,0.5516,0.9127,1
2.089,1.29,1.687,0.6221,0.179,0.8907,0.5798,0.8955,1
1.876,1.27,1.517,0.5667,0.1666,0.8777,0.547,0.8647,1
1.679,1.28,1.59,0.5802,0.1611,0.8596,0.5776,0.8358,1
1.692,1.27,1.91,0.5652,0.1641,0.8737,0.5398,0.8825,1
1.863,1.14,1.456,0.5882,0.1711,0.8843,0.5524,0.893,1
1.778,1.28,1.907,0.5719,0.169,0.8847,0.5319,0.8865,1
1.515,1.27,1.763,0.5816,0.1625,0.8634,0.5721,0.8355,1
1.683,1.29,1.942,0.5997,0.1736,0.886,0.5635,0.8407,1
1.578,1.14,1.947,0.5774,0.1723,0.8926,0.5233,0.8882,1
1.584,1.27,1.834,0.603,0.1745,0.8868,0.5669,0.8944,1
1.642,1.14,2.111,0.5786,0.1701,0.883,0.5544,0.9125,1
1.792,1.29,1.43,0.599,0.1743,0.8881,0.5612,0.8609,1
1.654,1.14,1.634,0.5702,0.1588,0.8567,0.5717,0.8546,1
2.077,1.14,1.611,0.5758,0.1694,0.8824,0.5499,0.9132,1
1.539,1.27,2.094,0.606,0.1756,0.8902,0.5603,0.8539,1
1.659,1.29,2.106,0.5985,0.1675,0.8682,0.5888,0.8261,1
1.549,1.27,2.11,0.6004,0.1753,0.8923,0.5497,0.8688,1
1.58,1.27,1.894,0.5703,0.1681,0.8827,0.5338,0.8896,1
1.901,1.27,1.613,0.57,0.168,0.8808,0.5444,0.8685,1
1.386,1.29,1.759,0.5727,0.1707,0.8879,0.5351,0.8551,1
1.69,1.12,1.645,0.5527,0.1655,0.8812,0.5127,0.915,1
1.542,1.29,1.99,0.6111,0.1779,0.8952,0.5549,0.8511,1
1.86,1.29,1.461,0.5692,0.1699,0.8873,0.5298,0.8379,1
1.666,1.27,1.973,0.5634,0.1691,0.8867,0.5257,0.8658,1
1.967,1.27,1.7,0.5744,0.1696,0.8848,0.5395,0.8686,1
1.979,1.14,1.511,0.5672,0.1583,0.8558,0.5726,0.8507,1
1.95,1.27,1.555,0.5717,0.1666,0.8771,0.5488,0.8685,1
1.701,1.28,1.868,0.5677,0.1674,0.8822,0.5284,0.8859,1
